	seqfeature_source	dbxref	bioentry_path	biosequence	location	location_qualifier_value	term_synonym	term_relationship_term	seqfeature_path	dbxref_qualifier_value	bioentry_qualifier_value	ontology_path	taxa	bioentry_taxa	seqfeature_dbxref	bioentry_description	bioentry_relationship	bioentry_keywords	seqfeature_key	seqfeature_qualifier	ontology_dbxref	bioentry_dblink	taxon	seqfeature_location	seqfeature_relationship	taxon_name	remote_seqfeature_name	term_path	seqfeature	seqfeature_qualifier_value	ontology_term	ontology	term_dbxref	bioentry_direct_links	biodatabase	reference	term	cache_corba_support	ontology_relationship	term_relationship	bioentry_reference	bioentry_dbxref	comment	bioentry	bioentry_date	
seqfeature_source	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbxref	0	-	0	3	0	2	0	0	0	2	2	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	2	2	1	0	1	0	2	0	0	1	0	1	0	1	3	1
bioentry_path	0	0	-	1	1	1	0	0	4	2	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0
biosequence	0	3	1	-	0	3	0	0	1	4	3	1	1	1	0	1	1	1	1	1	1	2	3	3	2	2	2	0	3	3	3	1	0	2	1	3	0	0	2	0	2	2	2	5	1
location	0	0	1	0	-	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
location_qualifier_value	0	2	1	3	1	-	0	0	1	4	4	1	1	1	0	1	2	1	1	1	2	1	2	3	3	1	1	0	2	4	4	1	1	2	0	3	1	0	1	0	2	0	2	2	1
term_synonym	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
term_relationship_term	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
seqfeature_path	0	0	4	1	1	1	0	0	-	2	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	1	0	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0
dbxref_qualifier_value	0	2	2	4	1	4	0	0	2	-	4	1	1	1	0	1	2	1	1	1	2	1	2	3	3	1	1	0	2	4	4	1	1	2	0	3	1	0	2	0	2	1	2	2	1
bioentry_qualifier_value	0	2	1	3	1	4	0	0	1	4	-	1	1	1	0	1	3	1	1	1	2	1	2	3	3	1	1	0	2	4	4	1	1	2	0	3	1	0	1	0	2	0	2	2	1
ontology_path	0	1	0	1	0	1	0	0	0	1	1	-	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	2	1	1	0	1	1	0
taxa	0	0	0	1	0	1	0	0	0	1	1	0	-	1	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	2	0	0	1	1	1	0	0	0	0	1	0	1	1	0
bioentry_taxa	0	0	0	1	0	1	0	0	0	1	1	0	1	-	0	0	0	0	0	0	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0
seqfeature_dbxref	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bioentry_description	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	-	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
bioentry_relationship	0	1	2	1	1	2	0	0	2	2	3	1	0	0	0	0	-	0	0	0	2	0	1	2	3	1	0	0	1	2	2	1	1	0	0	1	1	0	1	0	1	0	1	1	0
bioentry_keywords	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	-	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
seqfeature_key	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	-	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
seqfeature_qualifier	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	-	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1
ontology_dbxref	0	1	1	1	1	2	0	0	1	2	2	1	0	0	1	0	2	0	0	0	-	0	1	2	2	1	0	0	1	2	2	1	1	0	0	1	1	0	1	0	1	0	1	1	0
bioentry_dblink	0	0	0	2	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	-	2	1	1	1	1	0	3	1	1	0	0	1	1	1	0	0	0	0	1	1	1	2	0
taxon	0	1	0	3	0	2	0	0	0	2	2	1	1	1	0	0	1	0	0	0	1	2	-	2	2	2	1	0	3	2	2	1	0	1	1	2	0	0	1	0	2	1	2	3	0
seqfeature_location	0	1	1	3	1	3	0	0	1	3	3	1	1	1	0	0	2	0	0	0	2	1	2	-	3	1	2	0	2	3	3	1	1	1	0	2	1	0	1	0	2	0	2	3	0
seqfeature_relationship	0	1	2	2	1	3	0	0	2	3	3	1	1	1	0	0	3	0	0	0	2	1	2	3	-	1	1	0	2	3	3	1	1	1	0	2	1	0	1	0	2	0	2	2	0
