	unconventional_transcript_association	seq_region	dependent_xref	affy_feature	contigoverlap	exon_stable_id	assembly_contig	meta_coord	ghost	translation_attrib	gene_denormalised_location	mapbin	translation_external	splicing_event	analysisprocess	interpro_description	unmapped_reason	feature	seq_region_mapping	mapset	stable_id_event	unmapped_object	geneclone_neighbourhood	clone	misc_feature_misc_set	gene	misc_attrib_type	identityXref	exon_external	gene_stable_id	dnac	landmarkMarker	affy_array	regulatory_factor_transcript	affy_probe	homol_feature	translation	assembly	static_golden_path	mapfrag	gene_attrib	external_synonym	meta	landmark_marker	dna	map	regulatory_region_object	ditag	mapannotationtype	oligo_probe	symmetric_contig_feature	species	mapannotation	regulatory_region	Xref	misc_attrib	marker_synonym	map_density	identity_xref	mapping_session	seq_region_annotation	xref	transcript_attrib	repeat_feature	assembly_locations	protein_feature	transcript	externalSynonym	gene_external	peptide_archive	oligo_feature	attrib_type	chromosome	repeat_consensus	regulatory_feature_object	exon_feature	exon_transcript	splicing_transcript_pair	prediction_exon	fset	splicing_event_feature	density_type	marker_feature	contig_equiv	contig_landmarkMarker	seq_region_attrib	genedblink	contig	transcript_stable_id	transcriptdblink	db_update	ontology_xref	symmetric_contig_pair_hit	external_db	regulatory_motif	supporting_feature	qtl_feature	object_xref	gene_description	qtl_synonym	qtl	marker	peptide_regulatory_region	dnafrag	density_feature	externalDB	associated_xref	fset_feature	marker_map_location	regulatory_search_region	genetype	translation_stable_id	data_file	operon_stable_id	operon_transcript	repeat	analysis	assembly_exception	contigext	regulatory_feature	operon_transcript_gene	dna_align_feature	mapfrag_mapset	misc_feature	simple_feature	dnafindex	oligo_array	karyotype	objectXref	mapping_set	alt_allele	transcript_intron_supporting_evidence	gene_archive	species_meta	transcript_supporting_feature	contig_orientation	operon_transcript_stable_id	protein_align_feature	peptide_regulatory_feature	ditag_feature	regulatory_factor_coding	exon	analysis_description	regulatory_factor	interpro	misc_set	coord_system	transcript_external	operon	prediction_transcript	go_xref	seq_region_synonym	analysis_history	intron_supporting_evidence	genomic_align_block	
unconventional_transcript_association	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
seq_region	0	-	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	4	4	5	0	0	0	4	4	0	0	0	0	0	4	5	0	4	0	0	0	0	4	0	0	0	4	0	0	0	4	0	0	4	0	4	2	0	2	0	0	5	0	0	5	0	0	4	0	4	4	0	0	0	0	0	4	0	0	5	4	0	0	4	0	4	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	5	0	0	0	4	0	0	4	0	0	0	0	0	6	0	0	0	5	4	4	5	0	0	4	0	0	4	0	4	0	0	0	0	5	0	0	0	5	0	0	0	4	7	0	0	4	0	0	0	0	0
dependent_xref	0	0	-	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
affy_feature	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contigoverlap	0	0	0	0	-	0	0	0	4	0	0	0	2	0	2	3	0	3	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	1	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	3	5	0	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	0	0	4	0	0	2	0	0	0	0	0	0	2
exon_stable_id	0	4	0	0	0	-	0	10	0	0	0	0	0	0	1	0	0	0	0	5	13	6	0	4	5	15	2	0	0	16	12	0	0	0	0	0	14	10	0	5	0	6	0	0	10	6	0	0	5	6	0	0	5	0	0	6	6	4	8	6	1	7	0	10	0	6	15	0	0	12	6	5	4	6	6	0	8	0	12	0	0	12	10	0	0	5	0	4	20	0	0	0	0	6	0	8	10	6	2	6	6	6	0	5	12	0	0	0	10	6	2	20	1	2	2	0	1	10	0	6	0	10	5	5	10	0	6	10	0	0	11	0	12	0	6	0	2	10	0	0	6	14	0	6	0	5	10	0	2	12	0	0	0	0	0
assembly_contig	0	0	0	0	0	0	-	0	0	0	0	0	0	0	2	2	0	2	0	5	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0	2	3	5	0	2	2	3	2	0	0	0	5	0	0	0	5	0	2	0	0	2	2	0	0	2	0	2	3	2	2	2	0	0	0	0	3	2	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	5	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
meta_coord	0	4	0	0	0	10	0	-	0	0	0	0	0	0	0	0	0	0	0	4	11	6	0	4	4	11	0	0	0	4	10	0	0	0	0	0	10	10	0	4	0	6	0	0	10	6	0	0	4	6	0	0	4	0	0	4	6	5	8	6	0	6	0	10	0	6	11	0	0	10	6	4	4	6	6	0	6	0	10	0	0	11	10	0	0	4	0	4	10	0	0	0	0	6	0	6	10	6	0	6	6	6	0	4	11	0	0	0	11	6	0	10	0	0	0	0	0	10	0	6	0	10	4	4	10	0	6	11	0	0	10	0	10	0	6	0	0	10	0	0	6	10	0	6	0	4	10	0	0	11	0	0	0	0	0
ghost	0	0	0	0	4	0	0	0	-	0	0	0	0	0	2	0	0	3	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	1	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	1	0	3	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2
translation_attrib	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
gene_denormalised_location	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mapbin	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
