Ensembl.csv
WC: 0.0	WT: 1.0
PreProcessingChanges:OFF	PreProcessingTime:OFF
Start	End	TotUpd	mi	ei	abs	pow	sum
0	379	2865	7.54	8	0.46	0.46
				13	5.46	5.46
				4	3.54	3.54
				8	0.46	0.46
				8	0.46	0.46
				12	4.46	4.46
				1	6.54	6.54
				9	1.46	1.46
				8	0.46	0.46
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				2	5.54	5.54
				7	0.54	0.54
				1	6.54	6.54
				1	6.54	6.54
				1	6.54	6.54
				8	0.46	0.46
				3	4.54	4.54
				10	2.46	2.46
				20	12.46	12.46
				3	4.54	4.54
				12	4.46	4.46
				3	4.54	4.54
				1	6.54	6.54
				1	6.54	6.54
				2	5.54	5.54
				18	10.46	10.46
				7	0.54	0.54
				1	6.54	6.54
				6	1.54	1.54
				9	1.46	1.46
				13	5.46	5.46
				1	6.54	6.54
				11	3.46	3.46
				1	6.54	6.54
				1	6.54	6.54
				2	5.54	5.54
				12	4.46	4.46
				2	5.54	5.54
				0	7.54	7.54
				3	4.54	4.54
				5	2.54	2.54
				0	7.54	7.54
				0	7.54	7.54
				1	6.54	6.54
				0	7.54	7.54
				0	7.54	7.54
				3	4.54	4.54
				11	3.46	3.46
				2	5.54	5.54
				1	6.54	6.54
				13	5.46	5.46
				8	0.46	0.46
				2	5.54	5.54
				51	43.46	43.46
				4	3.54	3.54
				0	7.54	7.54
				2	5.54	5.54
				9	1.46	1.46
				10	2.46	2.46
				6	1.54	1.54
				10	2.46	2.46
				1	6.54	6.54
				9	1.46	1.46
				4	3.54	3.54
				1	6.54	6.54
				0	7.54	7.54
				2	5.54	5.54
				3	4.54	4.54
				3	4.54	4.54
				15	7.46	7.46
				5	2.54	2.54
				4	3.54	3.54
				7	0.54	0.54
				5	2.54	2.54
				8	0.46	0.46
				0	7.54	7.54
				4	3.54	3.54
				4	3.54	3.54
				14	6.46	6.46
				1	6.54	6.54
				1	6.54	6.54
				3	4.54	4.54
				5	2.54	2.54
				0	7.54	7.54
				1	6.54	6.54
				0	7.54	7.54
				0	7.54	7.54
				0	7.54	7.54
				4	3.54	3.54
				6	1.54	1.54
				78	70.46	70.46
				21	13.46	13.46
				1	6.54	6.54
				10	2.46	2.46
				1	6.54	6.54
				8	0.46	0.46
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				7	0.54	0.54
				0	7.54	7.54
				0	7.54	7.54
				0	7.54	7.54
				0	7.54	7.54
				0	7.54	7.54
				2	5.54	5.54
				60	52.46	52.46
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				0	7.54	7.54
				0	7.54	7.54
				2	5.54	5.54
				1	6.54	6.54
				13	5.46	5.46
				0	7.54	7.54
				12	4.46	4.46
				0	7.54	7.54
				4	3.54	3.54
				0	7.54	7.54
				12	4.46	4.46
				0	7.54	7.54
				0	7.54	7.54
				9	1.46	1.46
				6	1.54	1.54
				1	6.54	6.54
				2	5.54	5.54
				0	7.54	7.54
				1	6.54	6.54
				24	16.46	16.46
				279	271.46	271.46
				0	7.54	7.54
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				1	6.54	6.54
				1	6.54	6.54
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				11	3.46	3.46
				0	7.54	7.54
				0	7.54	7.54
				33	25.46	25.46
				1	6.54	6.54
				1	6.54	6.54
				0	7.54	7.54
				2	5.54	5.54
				2	5.54	5.54
				23	15.46	15.46
				3	4.54	4.54
				0	7.54	7.54
				2	5.54	5.54
				2	5.54	5.54
				14	6.46	6.46
				9	1.46	1.46
				0	7.54	7.54
				1	6.54	6.54
				1	6.54	6.54
				2	5.54	5.54
				2	5.54	5.54
				0	7.54	7.54
				2	5.54	5.54
				1	6.54	6.54
				2	5.54	5.54
				5	2.54	2.54
				0	7.54	7.54
				1	6.54	6.54
				1	6.54	6.54
				1	6.54	6.54
				1	6.54	6.54
